material_id,name,allergens,calorie,carbon_emission,protein,fat,carbohydrate
474,鸡肉,,2.45,0.08,0.26,0.14,0.0
475,猪肉,,2.61,0.12,0.24,0.15,0.0
476,鸡肉,,2.54,0.07,0.28,0.12,0.0
477,鸡肉,,2.41,0.07,0.27,0.15,0.0
478,牛肉,,2.28,0.25,0.26,0.14,0.01
479,小麦,小麦,3.02,0.01,0.12,0.03,0.65
480,鸡肉,,2.53,0.06,0.27,0.16,0.0
481,鸡肉,,2.15,0.08,0.27,0.14,0.0
482,胡萝卜,,0.36,0.01,0.01,0.01,0.1
483,花生,花生,5.93,0.03,0.27,0.48,0.17
484,鸡肉,,2.44,0.08,0.27,0.15,0.0
485,白菜,,0.15,0.0,0.01,0.0,0.02
486,白菜,,0.13,0.01,0.01,0.01,0.03
487,大豆,大豆,4.1,0.01,0.37,0.21,0.3
488,大豆,大豆,4.19,0.02,0.39,0.22,0.29
489,花生,花生,5.49,0.03,0.25,0.5,0.14
490,牛奶,牛奶,0.42,0.01,0.04,0.01,0.06
491,胡萝卜,,0.42,0.0,0.02,0.0,0.08
492,鸡肉,,2.22,0.06,0.25,0.15,0.01
493,牛奶,牛奶,0.41,0.02,0.03,0.02,0.04
494,西红柿,,0.16,0.01,0.02,0.01,0.03
495,西红柿,,0.18,0.0,0.02,0.01,0.04
496,花生,花生,5.18,0.03,0.26,0.51,0.16
497,西红柿,,0.16,0.01,0.02,0.0,0.05
498,黄瓜,,0.17,0.0,0.02,0.01,0.04
499,西红柿,,0.18,0.0,0.02,0.0,0.04
500,白菜,,0.12,0.01,0.02,0.0,0.02
501,花生,花生,5.82,0.04,0.27,0.54,0.15
502,牛奶,牛奶,0.4,0.02,0.03,0.01,0.06
503,白菜,,0.14,0.01,0.02,0.01,0.03
504,白菜,,0.1,0.0,0.01,0.0,0.03
505,鸡蛋,鸡蛋,1.29,0.06,0.14,0.1,0.01
506,牛肉,,2.45,0.28,0.28,0.15,0.01
507,鸡蛋,鸡蛋,1.43,0.04,0.13,0.1,0.01
508,西红柿,,0.23,0.01,0.01,0.0,0.04
509,黄瓜,,0.14,0.0,0.01,0.01,0.04
510,西红柿,,0.2,0.01,0.01,0.0,0.04
511,花生,花生,5.47,0.03,0.29,0.5,0.15
512,鸡肉,,2.33,0.07,0.26,0.15,0.0
513,西红柿,,0.21,0.0,0.02,0.0,0.04
514,胡萝卜,,0.38,0.0,0.01,0.01,0.1
515,牛奶,牛奶,0.44,0.02,0.04,0.01,0.04
516,小麦,小麦,3.3,0.03,0.13,0.03,0.76
517,鸡蛋,鸡蛋,1.76,0.05,0.12,0.1,0.01
518,黄瓜,,0.17,0.01,0.01,0.0,0.03
519,黄瓜,,0.19,0.01,0.02,0.01,0.04
520,牛肉,,2.6,0.29,0.26,0.14,0.0
521,西红柿,,0.21,0.0,0.01,0.01,0.03
522,花生,花生,5.63,0.02,0.28,0.53,0.17
523,猪肉,,2.54,0.11,0.24,0.15,0.01
524,小麦,小麦,3.24,0.03,0.12,0.02,0.66
525,花生,花生,5.82,0.03,0.27,0.47,0.15
526,胡萝卜,,0.47,0.01,0.02,0.0,0.09
527,猪肉,,2.48,0.11,0.22,0.14,0.0
528,西红柿,,0.18,0.0,0.02,0.0,0.04
529,牛肉,,2.39,0.29,0.25,0.16,0.01
530,鸡肉,,2.45,0.07,0.24,0.12,0.0
531,猪肉,,2.31,0.11,0.21,0.15,0.01
532,西红柿,,0.23,0.01,0.01,0.0,0.04
533,大豆,大豆,4.33,0.03,0.34,0.21,0.33
534,牛奶,牛奶,0.49,0.02,0.03,0.01,0.05
535,猪肉,,2.5,0.12,0.23,0.13,0.0
536,猪肉,,2.37,0.11,0.2,0.12,0.01
537,黄瓜,,0.17,0.0,0.02,0.0,0.04
538,猪肉,,2.44,0.13,0.22,0.12,0.01
539,小麦,小麦,3.38,0.02,0.15,0.02,0.74
540,猪肉,,2.41,0.11,0.22,0.13,0.0
541,胡萝卜,,0.41,0.0,0.02,0.0,0.11
542,小麦,小麦,2.93,0.01,0.1,0.03,0.7
543,白菜,,0.13,0.0,0.02,0.0,0.02
544,西红柿,,0.19,0.0,0.01,0.0,0.04
545,花生,花生,5.52,0.02,0.24,0.52,0.16
546,胡萝卜,,0.46,0.0,0.02,0.01,0.11
547,大豆,大豆,4.76,0.02,0.38,0.22,0.29
548,大豆,大豆,4.4,0.01,0.36,0.2,0.29
549,鸡肉,,2.41,0.07,0.27,0.15,0.01
550,猪肉,,2.16,0.12,0.24,0.14,0.01
551,黄瓜,,0.13,0.0,0.01,0.01,0.04
552,西红柿,,0.16,0.0,0.02,0.01,0.04
553,大豆,大豆,4.22,0.03,0.36,0.21,0.29
554,黄瓜,,0.14,0.0,0.01,0.01,0.04
555,大豆,大豆,4.09,0.01,0.38,0.19,0.3
556,猪肉,,2.5,0.12,0.22,0.16,0.01
557,白菜,,0.13,0.01,0.02,0.01,0.01
558,白菜,,0.15,0.01,0.02,0.01,0.02
559,猪肉,,2.51,0.1,0.23,0.15,0.0
560,牛肉,,2.76,0.29,0.25,0.14,0.0
561,猪肉,,2.44,0.14,0.21,0.14,0.0
562,牛奶,牛奶,0.43,0.02,0.03,0.02,0.06
563,胡萝卜,,0.35,0.01,0.02,0.01,0.1
564,鸡肉,,2.32,0.07,0.27,0.14,0.01
565,鸡蛋,鸡蛋,1.23,0.04,0.13,0.1,0.02
566,西红柿,,0.19,0.0,0.01,0.0,0.03
567,猪肉,,2.31,0.12,0.2,0.15,0.0
568,花生,花生,5.76,0.02,0.26,0.48,0.17
569,猪肉,,2.32,0.11,0.23,0.14,0.01
570,胡萝卜,,0.47,0.01,0.02,0.0,0.1
571,白菜,,0.11,0.01,0.01,0.01,0.02
572,大豆,大豆,4.71,0.01,0.33,0.19,0.28
573,黄瓜,,0.17,0.01,0.01,0.0,0.05
574,大豆,大豆,4.51,0.03,0.38,0.18,0.28
575,猪肉,,2.37,0.12,0.23,0.15,0.0
576,猪肉,,2.39,0.12,0.21,0.15,0.0
577,鸡肉,,2.44,0.06,0.26,0.16,0.01
578,牛奶,牛奶,0.44,0.01,0.04,0.01,0.05
579,花生,花生,5.8,0.03,0.27,0.46,0.16
580,黄瓜,,0.19,0.01,0.02,0.0,0.04
581,鸡肉,,2.3,0.07,0.28,0.12,0.0
582,鸡肉,,2.3,0.06,0.28,0.15,0.0
583,猪肉,,2.14,0.11,0.2,0.14,0.01
584,白菜,,0.14,0.01,0.01,0.0,0.02
585,鸡蛋,鸡蛋,1.7,0.05,0.14,0.11,0.02
586,白菜,,0.16,0.0,0.01,0.0,0.02
587,胡萝卜,,0.42,0.02,0.02,0.0,0.12
588,鸡肉,,2.34,0.06,0.28,0.15,0.0
589,鸡肉,,2.12,0.06,0.26,0.12,0.0
590,猪肉,,2.22,0.12,0.2,0.14,0.0
591,牛奶,牛奶,0.37,0.02,0.03,0.01,0.04
592,西红柿,,0.23,0.0,0.02,0.0,0.05
593,鸡蛋,鸡蛋,1.75,0.06,0.13,0.1,0.02
594,牛肉,,2.41,0.28,0.25,0.16,0.01
595,大豆,大豆,4.63,0.02,0.36,0.21,0.3
596,黄瓜,,0.2,0.0,0.02,0.0,0.03
597,小麦,小麦,2.95,0.03,0.15,0.01,0.71
598,牛肉,,2.23,0.25,0.27,0.15,0.01
599,牛奶,牛奶,0.38,0.01,0.03,0.01,0.06
600,牛肉,,2.38,0.27,0.25,0.13,0.0
601,白菜,,0.16,0.01,0.01,0.0,0.03
602,鸡肉,,2.38,0.07,0.27,0.15,0.0
603,鸡肉,,2.45,0.06,0.27,0.16,0.0
604,牛肉,,2.47,0.26,0.23,0.15,0.0
605,牛肉,,2.53,0.26,0.27,0.15,0.01
606,黄瓜,,0.16,0.01,0.02,0.01,0.03
607,猪肉,,2.47,0.11,0.21,0.16,0.0
608,牛奶,牛奶,0.48,0.03,0.03,0.01,0.06
609,鸡蛋,鸡蛋,1.65,0.04,0.14,0.11,0.01
610,花生,花生,5.56,0.02,0.23,0.49,0.15
611,胡萝卜,,0.35,0.01,0.02,0.01,0.11
612,白菜,,0.14,0.01,0.01,0.01,0.03
613,鸡肉,,2.19,0.08,0.26,0.15,0.0
614,西红柿,,0.19,0.0,0.01,0.0,0.03
615,鸡肉,,2.28,0.06,0.26,0.12,0.0
616,牛肉,,2.35,0.27,0.28,0.15,0.01
617,胡萝卜,,0.43,0.02,0.01,0.01,0.09
618,牛奶,牛奶,0.37,0.02,0.03,0.01,0.05
619,牛奶,牛奶,0.35,0.03,0.02,0.02,0.05
620,胡萝卜,,0.34,0.01,0.02,0.01,0.1
621,大豆,大豆,4.61,0.01,0.36,0.19,0.31
622,鸡蛋,鸡蛋,1.47,0.06,0.13,0.12,0.02
623,白菜,,0.15,0.0,0.01,0.01,0.03
624,猪肉,,2.13,0.14,0.22,0.15,0.0
625,牛肉,,2.46,0.25,0.25,0.13,0.0
626,西红柿,,0.2,0.01,0.01,0.0,0.04
627,鸡蛋,鸡蛋,1.26,0.05,0.12,0.11,0.01
628,鸡肉,,2.39,0.07,0.25,0.13,0.01
629,西红柿,,0.16,0.0,0.02,0.01,0.05
630,小麦,小麦,3.25,0.01,0.14,0.03,0.66
631,花生,花生,5.23,0.03,0.25,0.5,0.14
632,胡萝卜,,0.42,0.01,0.01,0.01,0.11
633,猪肉,,2.41,0.11,0.24,0.15,0.01
634,白菜,,0.12,0.0,0.02,0.0,0.02
635,猪肉,,2.47,0.1,0.23,0.15,0.0
636,牛奶,牛奶,0.38,0.03,0.02,0.01,0.04
637,猪肉,,2.66,0.13,0.22,0.14,0.01
638,牛肉,,2.3,0.25,0.26,0.15,0.0
639,鸡肉,,2.2,0.07,0.29,0.17,0.01
640,鸡蛋,鸡蛋,1.49,0.06,0.12,0.13,0.02
641,牛肉,,2.39,0.26,0.23,0.13,0.01
642,西红柿,,0.19,0.0,0.02,0.01,0.03
643,大豆,大豆,4.2,0.01,0.39,0.2,0.28
644,鸡肉,,2.32,0.06,0.28,0.13,0.01
645,胡萝卜,,0.43,0.01,0.02,0.01,0.09
646,西红柿,,0.16,0.01,0.01,0.0,0.05
647,鸡肉,,2.19,0.07,0.27,0.14,0.01
648,猪肉,,2.42,0.12,0.23,0.16,0.01
649,白菜,,0.15,0.01,0.02,0.01,0.02
650,猪肉,,2.45,0.13,0.2,0.15,0.0
651,鸡蛋,鸡蛋,1.76,0.04,0.12,0.13,0.02
652,鸡蛋,鸡蛋,1.74,0.04,0.13,0.12,0.01
653,胡萝卜,,0.39,0.02,0.01,0.0,0.1
654,黄瓜,,0.19,0.0,0.01,0.01,0.05
655,鸡蛋,鸡蛋,1.6,0.04,0.13,0.11,0.01
656,鸡肉,,2.22,0.06,0.28,0.13,0.01
657,黄瓜,,0.16,0.01,0.02,0.0,0.03
658,牛肉,,2.36,0.25,0.29,0.17,0.0
659,大豆,大豆,4.27,0.03,0.41,0.19,0.3
660,鸡肉,,2.38,0.08,0.27,0.15,0.0
661,鸡蛋,鸡蛋,1.5,0.05,0.12,0.09,0.02
662,西红柿,,0.18,0.01,0.02,0.01,0.03
663,鸡肉,,2.53,0.08,0.27,0.14,0.01
664,白菜,,0.13,0.01,0.02,0.01,0.01
665,牛奶,牛奶,0.37,0.03,0.03,0.02,0.05
666,牛肉,,2.35,0.27,0.29,0.13,0.0
667,黄瓜,,0.2,0.0,0.02,0.0,0.05
668,鸡肉,,2.3,0.07,0.27,0.15,0.01
669,大豆,大豆,4.25,0.03,0.38,0.19,0.32
670,胡萝卜,,0.46,0.01,0.02,0.01,0.1
671,小麦,小麦,3.12,0.02,0.14,0.02,0.64
672,鸡肉,,2.51,0.06,0.25,0.14,0.0
673,西红柿,,0.16,0.0,0.02,0.0,0.04
674,黄瓜,,0.14,0.0,0.01,0.0,0.05
675,牛奶,牛奶,0.5,0.01,0.02,0.01,0.05
676,胡萝卜,,0.46,0.0,0.01,0.0,0.12
677,小麦,小麦,3.51,0.01,0.13,0.01,0.74
678,大豆,大豆,4.31,0.02,0.34,0.21,0.27
679,牛奶,牛奶,0.44,0.02,0.04,0.01,0.04
680,胡萝卜,,0.35,0.01,0.01,0.0,0.1
681,鸡蛋,鸡蛋,1.47,0.05,0.12,0.1,0.02
682,小麦,小麦,3.55,0.03,0.13,0.02,0.67
683,牛奶,牛奶,0.37,0.02,0.03,0.02,0.05
684,牛肉,,2.63,0.28,0.25,0.14,0.0
685,黄瓜,,0.17,0.0,0.02,0.01,0.05
686,鸡肉,,2.38,0.07,0.29,0.14,0.0
687,大豆,大豆,4.86,0.01,0.36,0.22,0.29
688,鸡蛋,鸡蛋,1.23,0.06,0.14,0.11,0.01
689,胡萝卜,,0.41,0.02,0.01,0.01,0.1
690,鸡蛋,鸡蛋,1.5,0.04,0.13,0.11,0.02
691,黄瓜,,0.15,0.01,0.01,0.01,0.03
692,猪肉,,2.53,0.11,0.24,0.16,0.0
693,小麦,小麦,3.16,0.02,0.11,0.01,0.69
694,西红柿,,0.2,0.01,0.02,0.01,0.04
695,白菜,,0.15,0.0,0.02,0.0,0.03
696,牛奶,牛奶,0.41,0.02,0.03,0.02,0.06
697,猪肉,,2.58,0.11,0.22,0.12,0.0
698,鸡肉,,2.19,0.07,0.25,0.14,0.0
699,胡萝卜,,0.42,0.01,0.02,0.01,0.09
700,牛肉,,2.4,0.25,0.26,0.13,0.0
701,西红柿,,0.21,0.0,0.01,0.0,0.04
702,牛肉,,2.5,0.28,0.23,0.15,0.01
703,西红柿,,0.15,0.0,0.02,0.0,0.03
704,鸡肉,,2.45,0.07,0.28,0.15,0.01
705,鸡蛋,鸡蛋,1.43,0.04,0.13,0.1,0.02
706,牛肉,,2.46,0.28,0.25,0.14,0.01
707,猪肉,,2.33,0.13,0.21,0.13,0.0
708,花生,花生,5.96,0.02,0.25,0.51,0.15
709,猪肉,,2.47,0.11,0.2,0.13,0.0
710,猪肉,,2.31,0.12,0.21,0.13,0.01
711,鸡肉,,2.69,0.06,0.27,0.15,0.01
712,胡萝卜,,0.41,0.02,0.02,0.0,0.09
713,牛奶,牛奶,0.39,0.02,0.02,0.01,0.05
714,西红柿,,0.24,0.0,0.02,0.01,0.03
715,猪肉,,2.32,0.14,0.22,0.13,0.0
716,黄瓜,,0.16,0.01,0.01,0.01,0.03
717,白菜,,0.15,0.0,0.02,0.0,0.01
718,鸡肉,,2.57,0.07,0.26,0.13,0.01
719,牛奶,牛奶,0.47,0.02,0.04,0.01,0.06
720,鸡肉,,2.65,0.08,0.28,0.12,0.0
721,牛肉,,2.57,0.28,0.25,0.14,0.01
722,牛奶,牛奶,0.46,0.02,0.04,0.01,0.06
723,鸡蛋,鸡蛋,1.53,0.05,0.11,0.12,0.01
724,鸡肉,,2.35,0.08,0.26,0.14,0.0
725,鸡蛋,鸡蛋,1.76,0.06,0.14,0.1,0.02
726,花生,花生,6.0,0.03,0.26,0.45,0.17
727,黄瓜,,0.19,0.0,0.02,0.01,0.05
728,猪肉,,2.3,0.11,0.23,0.15,0.01
729,胡萝卜,,0.42,0.01,0.01,0.0,0.1
730,小麦,小麦,3.3,0.02,0.12,0.02,0.64
731,牛肉,,2.6,0.29,0.27,0.14,0.01
732,西红柿,,0.16,0.0,0.01,0.0,0.05
733,花生,花生,5.53,0.04,0.26,0.46,0.15
734,鸡肉,,2.6,0.08,0.28,0.12,0.01
735,猪肉,,2.59,0.12,0.2,0.15,0.01
736,牛奶,牛奶,0.48,0.02,0.02,0.02,0.05
737,牛肉,,2.51,0.26,0.25,0.14,0.0
738,猪肉,,2.17,0.12,0.23,0.14,0.01
739,鸡肉,,2.34,0.07,0.27,0.12,0.01
740,大豆,大豆,4.63,0.02,0.37,0.23,0.31
741,白菜,,0.12,0.0,0.01,0.0,0.02
742,鸡肉,,2.32,0.07,0.27,0.17,0.01
743,黄瓜,,0.19,0.0,0.02,0.0,0.03
744,牛肉,,2.24,0.26,0.25,0.17,0.0
745,西红柿,,0.16,0.01,0.01,0.01,0.03
746,小麦,小麦,3.24,0.02,0.12,0.03,0.66
747,牛奶,牛奶,0.39,0.01,0.03,0.02,0.05
748,花生,花生,5.44,0.02,0.26,0.48,0.19
749,鸡蛋,鸡蛋,1.75,0.06,0.15,0.09,0.01
750,花生,花生,5.68,0.03,0.26,0.52,0.16
751,鸡肉,,2.37,0.07,0.28,0.16,0.01
752,牛奶,牛奶,0.42,0.03,0.03,0.02,0.04
753,猪肉,,2.5,0.11,0.23,0.13,0.0
754,猪肉,,2.47,0.13,0.22,0.17,0.0
755,白菜,,0.11,0.01,0.02,0.0,0.02
756,鸡肉,,2.35,0.07,0.29,0.13,0.0
757,黄瓜,,0.14,0.0,0.02,0.0,0.03
758,大豆,大豆,4.75,0.02,0.4,0.22,0.32
759,小麦,小麦,3.49,0.01,0.11,0.02,0.74
760,猪肉,,2.53,0.11,0.23,0.14,0.01
761,白菜,,0.13,0.01,0.02,0.01,0.02
762,花生,花生,5.31,0.04,0.28,0.43,0.17
763,牛肉,,2.46,0.25,0.26,0.16,0.01
764,白菜,,0.14,0.0,0.01,0.01,0.01
765,黄瓜,,0.16,0.0,0.01,0.0,0.03
766,牛肉,,2.46,0.27,0.26,0.16,0.01
767,黄瓜,,0.16,0.0,0.02,0.0,0.04
768,西红柿,,0.16,0.01,0.02,0.0,0.04
769,鸡肉,,2.11,0.06,0.27,0.12,0.0
770,大豆,大豆,4.76,0.01,0.41,0.19,0.31
771,黄瓜,,0.15,0.01,0.01,0.01,0.04
772,鸡蛋,鸡蛋,1.54,0.05,0.13,0.12,0.02
773,花生,花生,5.86,0.02,0.26,0.44,0.18
774,胡萝卜,,0.39,0.01,0.01,0.0,0.08
775,小麦,小麦,3.15,0.02,0.11,0.02,0.75
776,牛奶,牛奶,0.37,0.03,0.03,0.02,0.04
777,小麦,小麦,3.11,0.02,0.12,0.02,0.64
778,大豆,大豆,4.83,0.02,0.38,0.2,0.31
779,西红柿,,0.22,0.0,0.02,0.0,0.04
780,牛肉,,2.66,0.29,0.26,0.15,0.01
781,大豆,大豆,4.62,0.02,0.35,0.21,0.31
782,小麦,小麦,3.32,0.02,0.13,0.02,0.62
783,鸡肉,,2.37,0.06,0.27,0.16,0.0
784,花生,花生,5.81,0.02,0.28,0.52,0.16
785,猪肉,,2.37,0.11,0.23,0.14,0.01
786,西红柿,,0.15,0.0,0.01,0.0,0.04
787,鸡肉,,2.25,0.08,0.29,0.16,0.0
788,花生,花生,5.53,0.03,0.22,0.5,0.14
789,牛肉,,2.7,0.26,0.26,0.14,0.0
790,花生,花生,5.66,0.03,0.29,0.48,0.18
791,黄瓜,,0.14,0.01,0.01,0.0,0.04
792,西红柿,,0.18,0.0,0.02,0.01,0.05
793,鸡蛋,鸡蛋,1.38,0.04,0.13,0.13,0.02
794,大豆,大豆,4.6,0.02,0.39,0.22,0.33
795,鸡肉,,2.24,0.07,0.29,0.12,0.0
796,胡萝卜,,0.37,0.01,0.01,0.0,0.1
797,白菜,,0.14,0.0,0.01,0.0,0.02
798,鸡蛋,鸡蛋,1.55,0.05,0.14,0.13,0.02
799,牛肉,,2.5,0.27,0.26,0.15,0.0
800,小麦,小麦,3.39,0.02,0.12,0.01,0.72
801,黄瓜,,0.12,0.01,0.01,0.0,0.03
802,牛肉,,2.6,0.27,0.28,0.13,0.0
803,花生,花生,5.76,0.02,0.3,0.5,0.15
804,黄瓜,,0.12,0.0,0.01,0.01,0.04
805,牛肉,,2.62,0.25,0.29,0.16,0.01
806,猪肉,,2.64,0.13,0.2,0.15,0.0
807,花生,花生,5.43,0.03,0.24,0.46,0.17
808,小麦,小麦,3.3,0.03,0.13,0.03,0.7
809,花生,花生,5.12,0.03,0.23,0.49,0.17
810,鸡肉,,2.38,0.07,0.26,0.13,0.0
811,大豆,大豆,4.36,0.01,0.35,0.22,0.31
812,牛肉,,2.44,0.28,0.27,0.13,0.0
813,猪肉,,2.17,0.1,0.23,0.13,0.01
814,鸡肉,,2.35,0.08,0.29,0.15,0.01
815,牛奶,牛奶,0.37,0.03,0.04,0.02,0.06
816,猪肉,,2.66,0.1,0.24,0.12,0.0
817,花生,花生,5.27,0.04,0.27,0.48,0.16
818,猪肉,,2.45,0.12,0.22,0.13,0.01
819,花生,花生,5.41,0.03,0.29,0.48,0.15
820,胡萝卜,,0.4,0.01,0.01,0.0,0.1
821,牛肉,,2.61,0.28,0.29,0.14,0.0
822,鸡蛋,鸡蛋,1.7,0.04,0.11,0.11,0.01
823,牛肉,,2.41,0.28,0.28,0.15,0.0
824,黄瓜,,0.18,0.0,0.02,0.0,0.03
825,牛肉,,2.74,0.26,0.25,0.17,0.01
826,牛奶,牛奶,0.43,0.03,0.03,0.02,0.05
827,猪肉,,2.37,0.13,0.22,0.16,0.01
828,鸡蛋,鸡蛋,1.51,0.06,0.11,0.1,0.02
829,牛奶,牛奶,0.46,0.02,0.03,0.01,0.04
830,黄瓜,,0.19,0.01,0.01,0.0,0.05
831,猪肉,,2.39,0.12,0.22,0.13,0.01
832,小麦,小麦,3.23,0.03,0.12,0.02,0.7
833,牛奶,牛奶,0.5,0.03,0.02,0.01,0.05
834,白菜,,0.15,0.01,0.02,0.0,0.01
835,黄瓜,,0.16,0.01,0.02,0.0,0.05
836,大豆,大豆,4.43,0.02,0.37,0.2,0.3
837,猪肉,,2.5,0.13,0.22,0.14,0.0
838,胡萝卜,,0.43,0.01,0.02,0.01,0.11
839,猪肉,,2.33,0.11,0.21,0.12,0.01
840,大豆,大豆,4.11,0.02,0.4,0.2,0.32
841,西红柿,,0.24,0.0,0.02,0.0,0.05
842,猪肉,,2.3,0.12,0.22,0.12,0.01
843,西红柿,,0.16,0.01,0.01,0.01,0.04
844,黄瓜,,0.17,0.0,0.01,0.01,0.04
845,小麦,小麦,2.93,0.01,0.14,0.02,0.67
846,鸡蛋,鸡蛋,1.38,0.06,0.13,0.11,0.02
847,西红柿,,0.21,0.0,0.02,0.0,0.04
848,黄瓜,,0.18,0.01,0.01,0.0,0.04
849,胡萝卜,,0.38,0.0,0.02,0.01,0.09
850,小麦,小麦,3.42,0.02,0.12,0.03,0.7
851,鸡肉,,2.34,0.07,0.25,0.12,0.01
852,西红柿,,0.21,0.0,0.02,0.0,0.04
853,大豆,大豆,4.62,0.01,0.38,0.22,0.33
854,牛肉,,2.58,0.25,0.26,0.16,0.0
855,牛奶,牛奶,0.38,0.02,0.02,0.01,0.05
856,鸡肉,,2.45,0.06,0.25,0.14,0.01
857,牛肉,,2.35,0.28,0.27,0.13,0.0
858,西红柿,,0.22,0.0,0.02,0.01,0.05
859,鸡肉,,2.25,0.07,0.28,0.13,0.01
860,牛肉,,2.68,0.27,0.25,0.15,0.0
861,牛奶,牛奶,0.47,0.03,0.02,0.01,0.06
862,牛肉,,2.25,0.28,0.25,0.15,0.0
863,鸡蛋,鸡蛋,1.54,0.05,0.15,0.13,0.02
864,牛肉,,2.39,0.27,0.25,0.14,0.0
865,牛肉,,2.56,0.28,0.25,0.15,0.01
866,胡萝卜,,0.39,0.0,0.02,0.01,0.1
867,胡萝卜,,0.38,0.01,0.02,0.01,0.09
868,花生,花生,5.48,0.02,0.24,0.47,0.18
869,牛肉,,2.72,0.26,0.29,0.15,0.01
870,猪肉,,2.34,0.13,0.21,0.16,0.01
871,西红柿,,0.19,0.01,0.02,0.0,0.03
872,牛肉,,2.66,0.28,0.27,0.16,0.01
873,花生,花生,5.75,0.04,0.28,0.47,0.19
874,胡萝卜,,0.44,0.01,0.01,0.0,0.1
875,白菜,,0.1,0.0,0.02,0.0,0.03
876,猪肉,,2.36,0.11,0.22,0.14,0.0
877,西红柿,,0.16,0.01,0.02,0.01,0.03
878,白菜,,0.12,0.0,0.02,0.01,0.01
879,大豆,大豆,4.57,0.02,0.33,0.18,0.29
880,白菜,,0.15,0.0,0.02,0.0,0.02
881,鸡蛋,鸡蛋,1.45,0.05,0.12,0.1,0.01
882,小麦,小麦,3.6,0.02,0.12,0.03,0.7
883,鸡蛋,鸡蛋,1.24,0.05,0.14,0.11,0.02
884,牛奶,牛奶,0.45,0.03,0.03,0.01,0.06
885,猪肉,,2.18,0.11,0.21,0.16,0.01
886,鸡蛋,鸡蛋,1.41,0.05,0.14,0.1,0.01
887,胡萝卜,,0.42,0.0,0.02,0.01,0.12
888,鸡肉,,2.31,0.07,0.27,0.11,0.01
889,大豆,大豆,4.58,0.03,0.36,0.18,0.3
890,牛肉,,2.62,0.25,0.29,0.14,0.0
891,猪肉,,2.46,0.12,0.25,0.17,0.01
892,牛肉,,2.46,0.28,0.26,0.14,0.01
893,猪肉,,2.5,0.12,0.21,0.14,0.0
894,白菜,,0.16,0.0,0.01,0.0,0.03
895,白菜,,0.12,0.0,0.01,0.0,0.01
896,猪肉,,2.32,0.11,0.22,0.15,0.0
897,牛奶,牛奶,0.47,0.03,0.04,0.02,0.06
898,牛奶,牛奶,0.37,0.03,0.03,0.01,0.05
899,鸡肉,,2.31,0.06,0.26,0.14,0.01
900,猪肉,,2.59,0.13,0.23,0.14,0.0
901,鸡肉,,2.28,0.07,0.29,0.13,0.01
902,白菜,,0.15,0.0,0.02,0.0,0.02
903,猪肉,,2.2,0.1,0.21,0.13,0.0
904,胡萝卜,,0.39,0.02,0.01,0.01,0.11
905,鸡肉,,2.31,0.07,0.29,0.13,0.0
906,小麦,小麦,3.05,0.03,0.12,0.02,0.75
907,白菜,,0.12,0.01,0.01,0.0,0.02
908,白菜,,0.12,0.01,0.02,0.01,0.02
909,花生,花生,5.37,0.03,0.25,0.49,0.17
910,猪肉,,2.44,0.11,0.22,0.17,0.0
911,白菜,,0.15,0.01,0.02,0.01,0.02
912,胡萝卜,,0.41,0.01,0.01,0.0,0.09
913,胡萝卜,,0.36,0.01,0.01,0.01,0.09
914,鸡肉,,2.56,0.07,0.27,0.14,0.01
915,大豆,大豆,4.56,0.01,0.36,0.21,0.3
916,鸡肉,,2.26,0.06,0.29,0.17,0.0
917,西红柿,,0.2,0.01,0.02,0.0,0.04
918,牛奶,牛奶,0.45,0.02,0.03,0.01,0.04
919,牛奶,牛奶,0.42,0.03,0.04,0.01,0.04
920,牛奶,牛奶,0.44,0.02,0.03,0.01,0.05
921,西红柿,,0.24,0.0,0.02,0.01,0.03
922,猪肉,,2.19,0.12,0.19,0.14,0.01
923,牛肉,,2.55,0.28,0.26,0.16,0.01
924,小麦,小麦,3.25,0.02,0.12,0.01,0.62
925,大豆,大豆,4.14,0.01,0.38,0.23,0.29
926,鸡肉,,2.45,0.08,0.24,0.14,0.01
927,小麦,小麦,3.02,0.03,0.11,0.02,0.63
928,鸡肉,,2.55,0.06,0.26,0.13,0.01
929,牛奶,牛奶,0.39,0.01,0.03,0.02,0.06
930,西红柿,,0.22,0.01,0.01,0.01,0.05
931,大豆,大豆,3.83,0.03,0.39,0.2,0.31
932,牛肉,,2.73,0.28,0.25,0.13,0.0
933,胡萝卜,,0.41,0.0,0.02,0.0,0.09
934,鸡肉,,2.26,0.07,0.26,0.13,0.0
935,西红柿,,0.18,0.01,0.02,0.0,0.04
936,小麦,小麦,3.15,0.01,0.12,0.01,0.64
937,牛肉,,2.57,0.27,0.25,0.16,0.0
938,西红柿,,0.14,0.0,0.01,0.0,0.05
939,牛奶,牛奶,0.35,0.02,0.04,0.02,0.05
940,白菜,,0.12,0.01,0.02,0.01,0.01
941,西红柿,,0.24,0.0,0.02,0.0,0.03
942,花生,花生,5.18,0.03,0.26,0.46,0.15
943,胡萝卜,,0.44,0.0,0.01,0.0,0.1
944,牛奶,牛奶,0.4,0.01,0.02,0.01,0.06
945,小麦,小麦,3.02,0.02,0.14,0.03,0.68
946,西红柿,,0.15,0.01,0.02,0.01,0.04
947,牛奶,牛奶,0.47,0.01,0.03,0.01,0.05
948,花生,花生,5.8,0.03,0.28,0.47,0.14
